,n_clicks,n_visitas,monto_compras,monto_descuentos,dias_primera_compra,info_perfil
23957,628.0,119.0,1086.8,1359.5,219.0,155.0
23958,520.0,169.0,1577.8,1613.9,197.0,172.0
23959,531.0,162.0,1138.2,669.5,209.0,192.0
23960,742.0,80.0,1200.9,1197.6,225.0,174.0
23961,666.0,103.0,1434.2,937.1,171.0,185.0
23962,621.0,110.0,1431.4,799.3,126.0,217.0
23963,463.0,124.0,1368.7,1234.6,217.0,170.0
23964,605.0,156.0,1323.4,1091.2,161.0,172.0
23965,821.0,152.0,1157.9,1428.5,202.0,163.0
23966,730.0,101.0,1335.0,1444.9,249.0,139.0
23967,648.0,153.0,1209.3,1224.4,209.0,200.0
23968,617.0,81.0,864.7,1277.3,147.0,115.0
23969,544.0,100.0,1051.1,713.5,227.0,173.0
23970,295.0,146.0,1737.4,1264.8,190.0,186.0
23971,598.0,134.0,992.5,1558.1,230.0,148.0
23972,544.0,142.0,579.3,1537.1,160.0,227.0
23973,522.0,100.0,1714.2,1105.5,197.0,154.0
23974,990.0,105.0,1041.2,1616.7,210.0,178.0
23975,652.0,171.0,1987.3,1545.8,220.0,189.0
23976,444.0,139.0,1199.9,870.0,156.0,179.0
23977,675.0,93.0,1213.4,919.7,202.0,181.0
23978,450.0,127.0,1508.3,1128.6,206.0,202.0
23979,420.0,136.0,1389.7,808.6,206.0,166.0
23980,663.0,50.0,1443.5,974.5,183.0,94.0
23981,594.0,145.0,906.7,935.9,176.0,164.0
23982,340.0,104.0,1538.7,1343.7,125.0,137.0
23983,600.0,85.0,1096.8,1194.9,234.0,150.0
23984,474.0,113.0,1458.4,1638.9,336.0,133.0
23985,607.0,87.0,1596.0,1521.1,137.0,146.0
23986,579.0,188.0,1586.6,715.2,233.0,92.0
23987,774.0,152.0,1421.5,1318.6,186.0,193.0
23988,562.0,124.0,1464.3,724.8,188.0,183.0
23989,374.0,135.0,1432.8,1308.6,208.0,127.0
23990,671.0,164.0,1040.4,1551.0,137.0,98.0
23991,564.0,89.0,1034.7,1570.7,230.0,100.0
23992,694.0,77.0,1308.8,980.2,73.0,179.0
23993,572.0,143.0,1715.9,815.7,269.0,193.0
23994,504.0,99.0,2137.4,1434.2,86.0,168.0
23995,711.0,28.0,1327.6,1204.3,122.0,199.0
23996,645.0,135.0,1711.3,1440.5,167.0,184.0
23997,1020.0,124.0,1405.9,1008.2,248.0,140.0
23998,456.0,128.0,2223.8,743.6,179.0,163.0
23999,562.0,138.0,1391.1,819.0,181.0,190.0
24000,286.0,155.0,1078.1,1247.1,203.0,207.0
24001,430.0,39.0,2326.7,951.5,263.0,124.0
24002,643.0,119.0,1601.1,640.4,215.0,152.0
24003,654.0,155.0,1615.6,1375.2,196.0,211.0
24004,788.0,2.0,1136.2,1174.6,173.0,159.0
24005,681.0,148.0,1361.0,1248.9,218.0,228.0
24006,383.0,130.0,1284.8,1494.4,217.0,157.0
24007,802.0,100.0,1733.0,1079.4,303.0,142.0
24008,425.0,148.0,1448.4,1389.6,140.0,126.0
24009,801.0,125.0,1162.5,769.7,224.0,212.0
24010,519.0,67.0,1315.4,1337.5,204.0,161.0
24011,888.0,74.0,1486.1,438.7,252.0,200.0
24012,691.0,47.0,1460.6,1026.3,186.0,174.0
24013,976.0,125.0,1133.9,1183.4,275.0,136.0
24014,642.0,152.0,750.8,1419.8,220.0,137.0
24015,523.0,144.0,1133.6,642.4,153.0,283.0
24016,422.0,124.0,1063.1,1170.4,238.0,185.0
24017,520.0,162.0,1467.2,952.2,142.0,177.0
24018,481.0,167.0,1253.6,1312.7,155.0,161.0
24019,326.0,117.0,1766.9,1156.5,130.0,189.0
24020,611.0,108.0,1464.1,728.9,169.0,146.0
24021,437.0,162.0,1628.1,945.6,247.0,167.0
24022,604.0,90.0,1912.3,1369.4,188.0,75.0
24023,744.0,86.0,2190.5,1273.9,263.0,189.0
24024,262.0,126.0,867.6,949.4,143.0,93.0
24025,627.0,97.0,1376.6,1319.5,237.0,169.0
24026,664.0,120.0,1026.8,1307.3,267.0,142.0
24027,559.0,133.0,1503.5,861.0,218.0,167.0
24028,412.0,145.0,1136.4,1244.5,245.0,144.0
24029,857.0,167.0,1365.2,1141.5,230.0,148.0
24030,752.0,128.0,1454.6,1289.6,168.0,158.0
24031,642.0,149.0,1096.1,1114.4,203.0,106.0
24032,545.0,95.0,1164.1,1139.8,146.0,195.0
24033,555.0,155.0,2118.2,962.7,141.0,154.0
24034,543.0,141.0,1432.0,936.1,294.0,169.0
24035,321.0,139.0,1152.4,505.6,190.0,205.0
24036,646.0,123.0,1366.9,1262.8,224.0,125.0
24037,595.0,197.0,1603.3,971.5,110.0,149.0
24038,518.0,99.0,1539.0,1171.1,308.0,172.0
24039,292.0,122.0,1723.3,1278.5,235.0,201.0
24040,370.0,87.0,817.2,934.9,127.0,182.0
24041,586.0,149.0,801.6,1232.3,188.0,172.0
24042,582.0,169.0,1849.0,900.7,228.0,156.0
24043,748.0,127.0,1327.6,800.3,230.0,108.0
24044,619.0,127.0,1375.3,1159.4,201.0,146.0
24045,406.0,97.0,1546.4,806.9,234.0,194.0
24046,752.0,167.0,1790.7,1247.0,207.0,218.0
24047,639.0,196.0,1336.7,1342.3,265.0,173.0
24048,606.0,122.0,1689.2,1088.7,159.0,169.0
24049,506.0,108.0,1841.1,1184.0,121.0,206.0
24050,532.0,132.0,1020.6,1386.0,238.0,189.0
24051,612.0,114.0,1431.2,734.1,164.0,166.0
24052,681.0,143.0,1710.2,909.8,224.0,214.0
24053,326.0,148.0,1084.1,1168.4,100.0,225.0
24054,668.0,136.0,988.3,1066.5,130.0,188.0
24055,468.0,104.0,1330.5,845.0,227.0,155.0
24056,589.0,138.0,1542.4,967.2,67.0,151.0
24057,739.0,151.0,807.0,768.4,260.0,126.0
24058,478.0,121.0,1294.0,915.7,161.0,116.0
24059,429.0,129.0,1265.1,1320.4,199.0,163.0
24060,438.0,114.0,1513.4,966.8,194.0,210.0
24061,625.0,175.0,1059.8,1451.0,156.0,145.0
24062,668.0,168.0,1368.1,1212.0,210.0,97.0
24063,747.0,159.0,1236.5,1465.1,186.0,172.0
24064,619.0,169.0,1206.5,824.9,192.0,115.0
24065,642.0,125.0,1351.1,996.5,180.0,278.0
24066,803.0,102.0,1536.2,973.8,255.0,178.0
24067,548.0,91.0,1178.3,650.7,222.0,113.0
24068,463.0,177.0,1448.4,1534.3,291.0,124.0
24069,443.0,104.0,715.6,1258.4,168.0,203.0
24070,769.0,126.0,1157.9,1327.3,277.0,101.0
24071,342.0,122.0,1220.3,891.9,150.0,162.0
24072,381.0,169.0,1273.1,628.4,175.0,185.0
24073,697.0,165.0,1350.0,1295.6,181.0,231.0
24074,677.0,140.0,1339.5,1178.2,233.0,193.0
24075,522.0,74.0,543.2,833.1,153.0,219.0
24076,482.0,173.0,847.0,1027.9,234.0,148.0
24077,531.0,121.0,1147.5,645.1,206.0,174.0
24078,640.0,79.0,1015.8,751.0,196.0,163.0
24079,677.0,158.0,1380.1,1753.1,209.0,213.0
24080,391.0,152.0,1612.4,305.5,223.0,256.0
24081,789.0,123.0,1761.5,827.6,157.0,182.0
24082,417.0,126.0,1485.0,830.4,109.0,187.0
24083,654.0,85.0,1341.9,887.9,116.0,209.0
24084,935.0,76.0,1431.1,1186.5,283.0,109.0
24085,590.0,122.0,1186.4,1411.9,275.0,161.0
24086,735.0,103.0,2059.1,1334.2,158.0,182.0
24087,504.0,154.0,1076.9,1136.5,251.0,230.0
24088,567.0,73.0,1650.5,1053.5,231.0,149.0
24089,606.0,144.0,986.2,966.2,258.0,169.0
24090,654.0,116.0,1390.3,1654.8,230.0,216.0
24091,571.0,99.0,1032.4,1011.9,193.0,156.0
24092,675.0,83.0,1039.6,1168.3,211.0,210.0
24093,749.0,144.0,1326.7,932.8,200.0,182.0
24094,380.0,142.0,1341.5,1141.6,185.0,152.0
24095,607.0,181.0,2107.7,947.1,251.0,72.0
24096,905.0,97.0,1624.1,909.1,149.0,180.0
24097,662.0,125.0,975.4,1229.6,243.0,91.0
24098,510.0,68.0,1522.2,1001.9,273.0,181.0
24099,658.0,107.0,1354.3,1056.7,300.0,149.0
24100,524.0,122.0,1482.9,889.9,188.0,180.0
24101,695.0,112.0,1704.1,1195.5,88.0,221.0
24102,455.0,106.0,1234.3,1041.9,208.0,105.0
24103,714.0,205.0,1374.8,1450.0,178.0,199.0
24104,542.0,124.0,1728.4,967.1,184.0,121.0
24105,720.0,158.0,1758.0,778.1,141.0,130.0
24106,652.0,137.0,1287.4,1109.1,146.0,145.0
24107,622.0,144.0,1611.5,1447.4,221.0,219.0
24108,677.0,127.0,2011.2,1114.2,185.0,193.0
24109,365.0,46.0,1114.1,1362.5,169.0,203.0
24110,430.0,135.0,1408.5,772.4,235.0,181.0
24111,592.0,185.0,1185.1,745.9,183.0,169.0
24112,594.0,152.0,1725.1,1298.1,253.0,143.0
24113,604.0,104.0,1476.3,1546.4,122.0,79.0
24114,693.0,139.0,1342.6,1020.0,130.0,203.0
24115,861.0,125.0,1177.6,602.6,208.0,198.0
24116,735.0,150.0,1849.0,1005.0,153.0,158.0
24117,674.0,99.0,1736.9,683.7,251.0,181.0
24118,549.0,114.0,1361.9,933.1,209.0,232.0
24119,526.0,163.0,1174.3,1241.1,228.0,94.0
24120,848.0,133.0,1739.5,1049.0,193.0,177.0
24121,705.0,153.0,1461.1,1279.9,233.0,203.0
24122,793.0,168.0,917.7,1157.1,201.0,160.0
24123,502.0,153.0,2117.0,1503.0,135.0,163.0
24124,443.0,81.0,1125.8,760.5,161.0,150.0
24125,601.0,144.0,1653.8,661.1,208.0,185.0
24126,517.0,90.0,1971.7,1406.2,204.0,162.0
24127,647.0,73.0,2070.0,1591.0,209.0,142.0
24128,661.0,103.0,1924.5,1713.9,192.0,71.0
24129,587.0,180.0,1601.0,1204.1,167.0,155.0
24130,434.0,150.0,1932.1,1122.8,278.0,181.0
24131,472.0,164.0,1149.7,869.8,219.0,155.0
24132,163.0,155.0,731.6,1481.8,214.0,144.0
24133,636.0,65.0,1497.8,1327.3,201.0,164.0
24134,462.0,125.0,888.4,1303.5,162.0,109.0
24135,450.0,126.0,1026.0,1313.9,306.0,166.0
24136,568.0,143.0,1514.0,1009.4,194.0,186.0
24137,796.0,182.0,1279.4,1390.3,199.0,203.0
24138,594.0,114.0,1854.0,1160.8,189.0,173.0
24139,573.0,94.0,1510.0,783.5,194.0,202.0
24140,529.0,74.0,1738.3,1147.7,180.0,183.0
24141,717.0,164.0,1269.5,1126.1,247.0,147.0
24142,755.0,82.0,1437.9,1308.0,270.0,209.0
24143,537.0,140.0,1390.9,1029.8,293.0,158.0
24144,546.0,166.0,1770.8,874.6,147.0,216.0
24145,528.0,129.0,957.4,963.1,165.0,268.0
24146,418.0,151.0,1599.2,1073.4,194.0,157.0
24147,567.0,126.0,780.6,1536.1,112.0,145.0
24148,750.0,167.0,1025.4,832.4,198.0,179.0
24149,513.0,110.0,1660.5,1151.1,220.0,170.0
24150,832.0,95.0,1417.4,1283.7,270.0,147.0
24151,788.0,128.0,970.1,895.5,204.0,82.0
24152,601.0,148.0,1144.6,1312.4,237.0,200.0
24153,626.0,158.0,1439.0,1236.3,197.0,248.0
24154,376.0,107.0,953.6,1327.8,247.0,131.0
24155,495.0,179.0,2111.8,846.0,237.0,175.0
24156,407.0,158.0,1964.6,1132.4,210.0,139.0
24157,434.0,152.0,2076.1,747.4,210.0,156.0
24158,746.0,190.0,2729.9,869.3,236.0,160.0
24159,589.0,138.0,1691.0,748.1,283.0,93.0
24160,390.0,98.0,1753.9,1119.7,186.0,159.0
24161,357.0,161.0,960.2,1591.3,234.0,176.0
24162,738.0,163.0,1165.6,925.2,186.0,279.0
24163,653.0,125.0,1146.5,1294.1,234.0,138.0
24164,331.0,156.0,1384.2,1249.2,165.0,242.0
24165,360.0,104.0,1923.1,985.0,196.0,199.0
24166,629.0,178.0,1640.5,1216.0,140.0,172.0
24167,608.0,134.0,1850.9,1365.6,196.0,194.0
24168,589.0,107.0,1229.2,1255.5,215.0,126.0
24169,513.0,120.0,871.3,1261.1,198.0,154.0
24170,628.0,134.0,1201.3,1033.9,253.0,166.0
24171,507.0,110.0,1165.5,1109.2,205.0,186.0
24172,742.0,92.0,1391.8,853.8,177.0,141.0
24173,699.0,138.0,1522.8,1026.6,180.0,169.0
24174,669.0,95.0,1455.0,1015.0,270.0,183.0
24175,740.0,119.0,596.6,708.0,252.0,194.0
24176,726.0,200.0,1674.4,1319.3,177.0,223.0
24177,655.0,144.0,2075.6,1174.6,157.0,120.0
24178,501.0,108.0,1244.2,1210.5,197.0,204.0
24179,658.0,141.0,1157.9,1414.5,209.0,123.0
24180,736.0,157.0,855.2,1200.8,285.0,65.0
24181,618.0,80.0,1397.8,1322.1,187.0,204.0
24182,798.0,106.0,836.7,860.5,277.0,118.0
24183,716.0,129.0,1457.7,313.1,257.0,176.0
24184,746.0,117.0,1225.2,1353.2,225.0,145.0
24185,834.0,77.0,1537.4,1606.0,189.0,181.0
24186,763.0,167.0,1308.2,860.8,156.0,182.0
24187,462.0,127.0,1367.1,1276.7,202.0,208.0
24188,705.0,123.0,1441.0,843.6,269.0,179.0
24189,568.0,188.0,2349.0,1139.6,300.0,147.0
24190,710.0,110.0,1095.4,1529.4,203.0,132.0
24191,465.0,137.0,1085.1,1115.9,169.0,240.0
24192,691.0,115.0,1854.8,1097.0,217.0,111.0
24193,756.0,137.0,556.1,1361.0,314.0,95.0
24194,692.0,61.0,1385.2,1040.0,201.0,153.0
24195,548.0,51.0,1636.4,1052.7,151.0,101.0
24196,668.0,134.0,1524.5,1073.1,209.0,188.0
24197,619.0,155.0,1766.7,551.4,188.0,172.0
24198,648.0,143.0,1454.2,1059.2,271.0,199.0
24199,725.0,91.0,1863.7,1289.8,192.0,229.0
24200,382.0,214.0,867.4,913.3,252.0,222.0
24201,348.0,90.0,1653.4,946.1,266.0,137.0
24202,749.0,147.0,1549.5,1617.4,180.0,152.0
24203,693.0,131.0,1460.9,1637.9,168.0,129.0
24204,563.0,144.0,1735.3,1105.1,155.0,182.0
24205,871.0,74.0,1102.3,1066.3,192.0,195.0
24206,939.0,162.0,2350.0,882.6,344.0,137.0
24207,662.0,156.0,703.1,1359.6,201.0,133.0
24208,746.0,164.0,1763.0,1643.4,176.0,208.0
24209,528.0,125.0,1691.1,1422.0,147.0,175.0
24210,426.0,87.0,1474.5,1091.6,174.0,188.0
24211,472.0,186.0,1346.9,1021.2,166.0,126.0
24212,677.0,98.0,1311.1,1182.9,203.0,194.0
24213,559.0,129.0,1528.4,1101.9,200.0,163.0
24214,743.0,139.0,1185.7,1560.3,224.0,146.0
24215,619.0,137.0,1467.7,1056.8,220.0,137.0
24216,610.0,127.0,1221.0,1304.7,165.0,254.0
24217,821.0,125.0,1400.5,1541.2,159.0,245.0
24218,459.0,116.0,1171.5,1437.4,147.0,160.0
24219,630.0,76.0,1867.6,774.7,211.0,220.0
24220,618.0,101.0,1981.0,1333.7,175.0,180.0
24221,689.0,139.0,1131.7,1346.8,226.0,221.0
24222,504.0,180.0,1957.7,1380.2,293.0,170.0
24223,444.0,131.0,1720.5,1135.0,220.0,207.0
24224,601.0,157.0,1596.1,556.3,248.0,179.0
24225,452.0,146.0,1971.8,701.3,208.0,225.0
24226,517.0,91.0,1659.3,733.8,143.0,95.0
24227,618.0,66.0,1862.9,1203.5,137.0,171.0
24228,506.0,142.0,1502.0,1083.7,300.0,179.0
24229,582.0,117.0,1312.6,1515.7,199.0,165.0
24230,632.0,117.0,1235.3,1535.9,217.0,162.0
24231,931.0,153.0,1391.1,1147.9,173.0,220.0
24232,490.0,95.0,1696.2,1310.6,148.0,260.0
24233,603.0,128.0,1036.1,995.8,235.0,121.0
24234,579.0,133.0,826.5,1162.7,229.0,168.0
24235,627.0,117.0,1706.8,1190.0,235.0,170.0
24236,310.0,124.0,881.2,756.0,236.0,133.0
24237,628.0,141.0,1296.7,808.7,247.0,107.0
24238,346.0,139.0,1295.5,1106.0,186.0,203.0
24239,722.0,123.0,1240.4,369.5,210.0,156.0
24240,576.0,132.0,1477.2,1737.5,216.0,182.0
24241,638.0,135.0,1403.6,1191.1,197.0,194.0
24242,424.0,119.0,1059.3,1094.6,197.0,178.0
24243,702.0,88.0,1525.7,1011.2,209.0,149.0
24244,723.0,122.0,934.5,1134.4,231.0,168.0
24245,618.0,159.0,1743.0,832.0,239.0,168.0
24246,573.0,113.0,1242.1,1689.2,190.0,92.0
24247,653.0,120.0,1200.6,1439.5,90.0,135.0
24248,745.0,136.0,1416.0,959.3,183.0,170.0
24249,866.0,113.0,1352.9,1127.5,255.0,120.0
24250,429.0,138.0,1300.4,1329.9,207.0,131.0
24251,563.0,148.0,1197.3,1166.0,273.0,195.0
24252,565.0,138.0,2223.8,1370.8,217.0,160.0
24253,707.0,127.0,1554.5,1230.6,242.0,140.0
24254,430.0,131.0,1239.8,867.6,155.0,210.0
24255,345.0,159.0,849.5,1294.2,200.0,183.0
24256,361.0,137.0,1453.2,862.0,179.0,148.0
24257,680.0,106.0,737.2,1812.6,193.0,134.0
24258,566.0,121.0,1802.8,767.0,203.0,186.0
24259,315.0,160.0,1337.9,1654.6,263.0,138.0
24260,609.0,107.0,807.3,655.2,196.0,137.0
24261,680.0,151.0,1128.5,349.6,176.0,160.0
24262,448.0,144.0,2014.8,1248.4,260.0,166.0
24263,564.0,149.0,1957.5,1655.5,256.0,182.0
24264,545.0,118.0,1678.8,1203.8,241.0,133.0
24265,470.0,133.0,1537.9,962.4,105.0,97.0
24266,704.0,135.0,1391.3,902.3,243.0,156.0
24267,524.0,97.0,1645.7,1090.2,209.0,163.0
24268,492.0,146.0,1460.5,912.6,174.0,176.0
24269,455.0,116.0,1276.9,1405.8,217.0,180.0
24270,470.0,126.0,1458.0,1514.4,273.0,146.0
24271,644.0,70.0,1643.4,1637.9,185.0,163.0
24272,568.0,97.0,2005.4,873.9,205.0,179.0
24273,438.0,121.0,1584.6,1136.1,155.0,83.0
24274,584.0,97.0,1297.5,1309.0,191.0,244.0
24275,513.0,181.0,1501.0,878.5,180.0,80.0
24276,779.0,185.0,1654.2,1517.9,155.0,85.0
24277,533.0,162.0,1460.3,791.6,204.0,147.0
24278,592.0,165.0,1440.4,1099.1,209.0,204.0
24279,372.0,176.0,1104.4,682.4,175.0,208.0
24280,460.0,157.0,1098.9,1648.0,151.0,264.0
24281,680.0,87.0,1636.6,955.5,223.0,204.0
24282,746.0,162.0,1895.9,978.5,234.0,172.0
24283,677.0,135.0,1309.2,664.3,122.0,175.0
24284,690.0,137.0,1620.1,1076.1,259.0,211.0
24285,719.0,124.0,1418.9,1246.1,237.0,180.0
24286,462.0,111.0,1152.2,1668.7,336.0,144.0
24287,692.0,171.0,1416.2,1103.6,170.0,123.0
24288,385.0,108.0,2260.8,926.2,289.0,199.0
24289,551.0,149.0,1509.5,553.2,246.0,184.0
24290,735.0,133.0,944.6,1383.3,219.0,193.0
24291,556.0,163.0,1626.0,1598.2,147.0,149.0
24292,619.0,118.0,2325.4,1336.1,187.0,188.0
24293,626.0,170.0,1534.4,1194.9,193.0,167.0
24294,814.0,159.0,1757.0,1108.4,215.0,140.0
24295,779.0,152.0,1430.1,1337.9,240.0,124.0
24296,656.0,101.0,1483.1,849.0,154.0,179.0
24297,617.0,78.0,1187.1,1170.4,144.0,186.0
24298,431.0,89.0,1271.8,1193.7,231.0,194.0
24299,436.0,116.0,1226.3,1040.0,191.0,153.0
24300,568.0,94.0,1457.8,1380.4,281.0,139.0
24301,597.0,163.0,862.8,980.5,221.0,236.0
24302,555.0,134.0,1415.0,1815.7,254.0,97.0
24303,780.0,73.0,666.4,1297.2,210.0,222.0
24304,803.0,79.0,658.3,1128.4,221.0,167.0
24305,386.0,51.0,1538.5,1236.2,177.0,142.0
24306,592.0,63.0,1251.8,1274.9,203.0,112.0
24307,641.0,112.0,1633.1,842.8,209.0,171.0
24308,235.0,117.0,1511.2,1208.4,268.0,139.0
24309,573.0,179.0,735.2,1506.5,153.0,83.0
24310,573.0,116.0,971.3,729.1,128.0,213.0
24311,581.0,72.0,1587.6,1594.3,135.0,85.0
24312,621.0,104.0,1609.1,783.9,262.0,197.0
24313,516.0,150.0,1389.6,1408.6,294.0,147.0
24314,606.0,129.0,1374.3,1018.0,277.0,124.0
24315,524.0,136.0,1072.4,1546.4,281.0,140.0
24316,886.0,50.0,1132.7,1323.1,143.0,195.0
24317,633.0,145.0,979.5,574.0,80.0,157.0
24318,732.0,191.0,1484.5,1440.6,218.0,188.0
24319,430.0,149.0,1394.2,929.4,222.0,205.0
24320,767.0,158.0,1397.9,1101.2,222.0,174.0
24321,406.0,183.0,563.0,1283.2,257.0,182.0
24322,445.0,118.0,1296.4,1205.9,170.0,239.0
24323,426.0,103.0,1218.4,1120.2,147.0,153.0
24324,695.0,162.0,1813.2,739.8,162.0,175.0
24325,645.0,97.0,1690.4,1024.1,150.0,125.0
24326,570.0,134.0,1877.4,1212.4,150.0,207.0
24327,552.0,134.0,1379.2,1579.2,204.0,219.0
24328,507.0,87.0,1407.3,672.7,162.0,181.0
24329,716.0,171.0,1256.6,1406.1,172.0,240.0
24330,474.0,134.0,1073.4,859.2,258.0,165.0
24331,727.0,150.0,1503.3,1257.1,201.0,185.0
24332,450.0,143.0,1754.7,1175.7,170.0,209.0
24333,616.0,184.0,1080.2,1222.8,212.0,182.0
24334,800.0,113.0,1027.4,1110.7,165.0,195.0
24335,645.0,223.0,1514.1,1507.4,239.0,165.0
24336,335.0,194.0,1494.1,871.7,218.0,256.0
24337,550.0,130.0,1392.6,1213.4,153.0,182.0
24338,723.0,108.0,1471.9,1058.1,109.0,122.0
24339,817.0,102.0,1364.9,1267.5,201.0,129.0
24340,545.0,115.0,2224.6,1077.7,223.0,157.0
24341,484.0,154.0,1450.6,1101.1,202.0,161.0
24342,801.0,111.0,1225.8,1047.2,271.0,174.0
24343,365.0,138.0,2042.5,1613.8,136.0,84.0
24344,541.0,130.0,1497.0,1052.1,147.0,174.0
24345,643.0,108.0,1250.5,856.7,249.0,173.0
24346,519.0,180.0,1436.6,935.3,295.0,167.0
24347,725.0,175.0,1041.2,1237.1,251.0,241.0
24348,597.0,71.0,1416.8,1491.7,177.0,195.0
24349,598.0,87.0,1370.5,1305.4,165.0,143.0
24350,595.0,105.0,964.9,1417.3,167.0,146.0
24351,184.0,121.0,1175.7,1147.8,274.0,88.0
24352,455.0,124.0,1250.5,1518.2,251.0,164.0
24353,642.0,107.0,905.9,1158.8,250.0,168.0
24354,392.0,192.0,1239.2,1406.4,169.0,217.0
24355,485.0,119.0,1451.8,680.4,228.0,249.0
24356,410.0,190.0,1217.0,1083.9,142.0,187.0
24357,687.0,95.0,407.7,1628.6,214.0,95.0
24358,512.0,120.0,1918.0,1131.0,172.0,104.0
24359,712.0,119.0,1316.5,1211.4,244.0,154.0
24360,651.0,140.0,1323.8,1089.2,315.0,189.0
24361,469.0,130.0,1256.4,1594.8,120.0,192.0
24362,753.0,105.0,952.8,696.5,218.0,161.0
24363,659.0,112.0,1465.9,1557.9,228.0,100.0
24364,344.0,102.0,1601.8,945.6,189.0,195.0
24365,699.0,163.0,2078.4,1279.8,147.0,159.0
24366,465.0,96.0,1663.4,983.3,137.0,179.0
24367,485.0,126.0,1108.7,1156.5,176.0,187.0
24368,768.0,97.0,1598.2,1084.2,216.0,195.0
24369,524.0,100.0,1897.9,1382.6,274.0,174.0
24370,562.0,136.0,1015.4,1580.6,110.0,104.0
24371,783.0,164.0,1263.1,1169.8,239.0,198.0
24372,410.0,142.0,1649.5,1061.0,194.0,234.0
24373,809.0,147.0,1440.2,1373.0,183.0,111.0
24374,901.0,134.0,1762.0,1080.4,238.0,203.0
24375,591.0,70.0,1257.4,1300.7,260.0,202.0
24376,557.0,152.0,1044.9,1463.0,292.0,205.0
24377,214.0,102.0,1338.2,1423.8,238.0,167.0
24378,174.0,91.0,1821.1,1159.6,167.0,117.0
24379,925.0,170.0,1231.9,981.5,141.0,126.0
24380,763.0,135.0,1523.0,964.5,137.0,144.0
24381,401.0,162.0,1868.9,814.9,128.0,108.0
24382,766.0,119.0,1288.8,1247.0,219.0,204.0
24383,671.0,153.0,1005.7,268.8,240.0,135.0
24384,609.0,113.0,1416.1,1106.1,185.0,152.0
24385,531.0,175.0,1281.5,896.7,142.0,221.0
24386,765.0,180.0,1436.0,1405.0,306.0,200.0
24387,447.0,106.0,1761.0,1011.3,209.0,141.0
24388,398.0,186.0,1644.6,920.9,159.0,177.0
24389,453.0,108.0,1158.9,771.9,274.0,172.0
24390,500.0,135.0,1103.8,914.4,170.0,200.0
24391,672.0,109.0,1895.2,1446.3,287.0,242.0
24392,675.0,160.0,1834.3,1212.5,240.0,97.0
24393,536.0,145.0,1430.6,1213.6,209.0,112.0
24394,519.0,113.0,1234.6,1555.8,211.0,234.0
24395,638.0,146.0,1546.4,1235.6,238.0,238.0
24396,392.0,106.0,1083.2,1094.3,173.0,192.0
24397,689.0,125.0,1647.5,1137.0,178.0,219.0
24398,819.0,112.0,1177.3,1467.4,178.0,187.0
24399,710.0,95.0,1368.8,823.6,204.0,137.0
24400,729.0,171.0,1448.5,1114.3,213.0,179.0
24401,507.0,141.0,1284.6,1055.5,131.0,208.0
24402,829.0,156.0,1286.4,934.7,200.0,183.0
24403,714.0,119.0,1276.7,1323.7,156.0,160.0
24404,392.0,129.0,1547.2,1419.3,201.0,167.0
24405,751.0,148.0,1714.6,796.4,306.0,197.0
24406,771.0,174.0,1183.9,1114.1,220.0,210.0
24407,540.0,137.0,2037.7,447.5,138.0,136.0
24408,724.0,156.0,1124.3,831.1,217.0,187.0
24409,500.0,173.0,1760.2,1198.4,145.0,122.0
24410,609.0,80.0,1169.3,592.5,186.0,133.0
24411,338.0,178.0,1123.5,873.9,198.0,192.0
24412,568.0,77.0,1682.1,1301.9,173.0,177.0
24413,625.0,78.0,1730.7,909.5,150.0,113.0
24414,679.0,108.0,951.4,853.9,200.0,138.0
24415,562.0,75.0,1378.8,1116.9,119.0,111.0
24416,449.0,180.0,1423.7,848.3,120.0,222.0
24417,540.0,79.0,1472.4,875.4,205.0,193.0
24418,721.0,138.0,1478.5,1746.5,337.0,185.0
24419,643.0,109.0,1920.1,1339.2,270.0,162.0
24420,613.0,143.0,1536.2,1445.7,145.0,158.0
24421,558.0,131.0,1330.3,666.5,275.0,141.0
24422,920.0,112.0,606.5,611.2,215.0,75.0
24423,604.0,87.0,1699.2,1211.9,185.0,222.0
24424,942.0,83.0,1623.1,693.4,183.0,153.0
24425,631.0,107.0,1196.7,1141.4,197.0,126.0
24426,762.0,94.0,1391.2,1016.1,108.0,124.0
24427,625.0,167.0,1233.3,1527.1,138.0,193.0
24428,540.0,109.0,1609.2,1717.1,233.0,145.0
24429,372.0,94.0,1347.8,795.3,199.0,179.0
24430,611.0,131.0,1469.6,935.5,253.0,171.0
24431,660.0,95.0,1239.4,980.0,235.0,159.0
24432,481.0,63.0,908.8,1613.3,242.0,220.0
24433,341.0,126.0,1077.6,817.0,204.0,148.0
24434,541.0,150.0,1300.6,1204.6,212.0,120.0
24435,548.0,84.0,1339.8,1519.0,220.0,135.0
24436,795.0,64.0,794.3,1895.7,228.0,139.0
24437,578.0,132.0,1055.0,1410.1,253.0,230.0
24438,531.0,119.0,1125.0,1465.3,263.0,124.0
24439,479.0,159.0,1894.8,813.4,258.0,210.0
24440,808.0,119.0,1762.4,1467.1,305.0,100.0
24441,461.0,95.0,1444.9,897.5,207.0,214.0
24442,329.0,151.0,1122.6,1027.1,181.0,169.0
24443,842.0,120.0,1660.4,1157.1,192.0,175.0
24444,464.0,115.0,1999.0,1340.7,165.0,223.0
